회사명,직무,링크
[AI센터] 데이터 사이언티스트 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44817378&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
개발팀장(Tech Leader),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44770597&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
데이터 매니저 (Data Manager) [신입/경력 무관],데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44940733&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
DevOps Architect Engineer 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45145302&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
DevOps 엔지니어(신입),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45128275&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
2023년 DIgital Lab 전문계약직 상시모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45215437&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
[주식회사 구름] 현장실습 참여자 모집 2(신입),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45237412&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
㈜세스코 IT기획(정보전략) 담당자 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45274664&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
[미리디] 데이터 챕터 리드,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45293212&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
[싸이버원] 보안솔루션 기술지원 엔지니어 채용 (신입/경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45098583&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
AI 컴파일러 엔지니어 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42977925&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=e0f9bf0a-4696-4658-96af-526f58e88c1e
[인공지능기업] 머신러닝/딥러닝 엔지니어 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40816401&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
Front-end Engineer (OGT),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45199134&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[㈜맥사이언스] 현장실습 참여자 모집 (신입),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45235268&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
Google Cloud Business 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45246247&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[GS ITM] 하둡/클라우드 구축 및 서비스 개발 경력자 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43922716&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
데이터베이스 관리 및 인공지능 알고리듬 개발 인재 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45138654&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
머신러닝 엔지니어,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41420714&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[오디오플랫폼FLO] 빅데이터 플랫폼 구축 및 BI/DW 운영,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45193117&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
(주)스타랩스 AI Engineer채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45167835&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
웹/데이터 개발자 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45213381&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
Data Scientist in Financial,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42757095&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[경력] [상시모집] 데이터 아키텍처 경력사원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44818180&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
"DW 아키텍쳐, 컨설턴트, PL급, Cloud전문가",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43485883&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
"DB 엔지니어 (Oracle, PostgreSQL 등)",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45046111&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
긴급) 업계 최고 대기업 - 머신러닝 엔지니어(비전) - 최우대,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45348062&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[신입/경력] DBA 담당자 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44728150&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
Migration Solution Architect 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45150921&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
Cloud Support Engineer (CSE),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45191102&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
긴급) 업계 최고 대기업 - DW/DM Engineer (3년 이상) - 최우대,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45348004&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[휴레이] 데이터플랫폼팀 백엔드 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44330028&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
IT개발·데이터 정규직 모집(경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45274200&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
빅데이터 플랫폼 개발자,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45131777&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
데이터분석(석/박사.경력4년이상)-상장top물류대기업,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45287943&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
Data Architect (국내 중견그룹 데이터혁신팀),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45294735&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
"[게임] 모바일게임 데이터분석가, 3년이상",데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45364223&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
23년 채용연계형 인턴 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45157439&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
부문별 경력/신입 대규모 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45219689&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
CJ그룹 신입사원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45349328&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023 전직군 대규모 공개채용 (신입/경력),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45344450&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 에코프로그룹 신입사원 공채,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45343015&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 각 부문별 신입 및 경력사원 공개채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45354296&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 이수그룹 신입/경력 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45360311&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
신입 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45311601&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 3월 국내 및 해외 전부문 수시 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45156725&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[SK시그넷] 각 부문 별 신입/경력직 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44984096&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 현대오일뱅크 경력사원 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45334999&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
각 부문 신입/경력/계약직 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39666830&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
캐논코리아 각 부문 채용 (본사/지사),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45158435&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 코오롱그룹 3월 정기공채,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45273524&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년도 4직급 직원(신입 및 경력) 채용공고,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45364252&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
KGC인삼공사 상반기 분야별 경력사원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45339655&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
㈜하나기술 2023년 상반기 각 부문별 직원 채용 공고,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45219032&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
사세확장으로 인한 각부서별 정규직 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45311337&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년도 체험형 인턴 모집 공고,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45310910&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
제닉스(주) 각 부문별 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45311047&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[외국계 화학] 각 부문 신입/경력 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45282751&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 각 부문별 신입/경력 채용(대구 및 서울),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45254568&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023년 상반기 경력채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45286709&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
㈜일화 신입/경력 사원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45343472&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
(주)용산 및 관계사 사업장별 직원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45236832&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
[코스닥 상장사] ㈜에이프로 2023년 각 부문 신입/경력 공개채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45221627&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
HYUNDAI ELEVATOR 2023년 1분기 경력/신입 수시채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45180524&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
2023 상반기 각 부문 정규직 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45325786&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
한국훼스토 각 부문 경력직원 모집,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45311692&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
상반기 공채(우주/위성/방산/SW개발자/전자/기계/품질/IT/관리),데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45272140&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
'2023 상반기 한화비전 채용전제형인턴 채용,데이터 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45355592&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=recently&paid_fl=n&search_uuid=c1a242b7-de58-4bb9-8b12-d5d8b82969bc
